【天马咲希 - 2星】

角色: 天马咲希
分类: 2星
数量: 11

---- 卡面ID | 实装日期 | 卡名 | 星级 | 属性 | 技能 | 关联活动 | 特训前图片 | 特训后图片 ----
6 | 2024-01-01 | Leo/need | 2 | pure | 肉嘟嘟的罪魁祸首是吃太多 |  | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no002/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no002/card_after_training.png
128 | 2024-01-01 | 我是体育节组织委员！ | 2 | cool | 我要尽力而为！ | 奔跑吧！体育节！～组织委员晕头转向～ | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no006/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no006/card_after_training.png
283 | 2024-01-01 | 曲奇饼干声援 | 2 | mysterious | 向努力的你传达的消息 | Knock the Future!! | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no013/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no013/card_after_training.png
604 | 2024-01-01 | 倾注心意，精心准备 | 2 | happy | 天马家特制的炖牛肉 | Never Give Up Cooking！ | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no023/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no023/card_after_training.png
687 | 2024-01-01 | 大家集合～！感谢演出！ | 2 | cute | 我家的欢乐晚餐时光！ | 相联的，星星之歌 | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no027/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no027/card_after_training.png
725 | 2025-02-28 | Brand New Style | 2 | cute | 叠字词语对话？ |  | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no030/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no030/card_after_training.png
777 | 2024-01-01 | 充满了欢乐♪ | 2 | mysterious | 成为了我音乐的一部分 | Stick to your faith | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no031/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no031/card_after_training.png
846 | 2024-01-01 | 带着一年来的感谢 | 2 | cool | 充满活力的无限循环！！ | 在不变的温暖旁 | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no033/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no033/card_after_training.png
871 | 2024-01-01 | 想让队长做的事？ | 2 | pure | 可能存在过的将来 | 勇敢引导，温柔在心 | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no034/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no034/card_after_training.png
977 | 2025-08-06 | 令人怀念的联弹 | 2 | happy | 要是没有你的话 | 奏响美妙乐音！ | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no039/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no039/card_after_training.png
1265 | 2026-10-11 | 为了抓住心愿！ | 2 | happy | 引爆话题大作战 | 与你相连的Heart Beat | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no050/card_normal.png | https://storage.sekai.best/sekai-cn-assets/character/member/res002_no050/card_after_training.png
