【桃井愛莉 - 4星】

角色: 桃井愛莉
分类: 4星
数量: 27

---- カードID | 実装日 | カード名 | レアリティ | 属性 | スキル | 関連イベント | 特訓前画像 | 特訓後画像 ----
129 | 2020-11-19 | いつでも前を向いて | 4 | cute | わたし達らしくあるために！ | ここからRE:START！ | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no005/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no005/card_after_training.png
162 | 2021-01-21 | 甘いひととき | 4 | cool | 負けず嫌いの意地？ | Color of Myself！ | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no006/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no006/card_after_training.png
218 | 2021-05-10 | 変わらぬ不屈の心 | 4 | pure | 親友への恩返し | お悩み聞かせて！わくわくピクニック | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no008/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no008/card_after_training.png
243 | 2021-06-30 | アイドルを目指すあなたへ | 4 | happy | わたしとの約束 |  | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no010/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no010/card_after_training.png
264 | 2021-08-10 | 全力！ハッピーエブリデイ！ | 4 | mysterious | わたしが届けられたもの | ハッピー・ラブリー・エブリデイ！ | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no012/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no012/card_after_training.png
331 | 2021-12-10 | ファンと一緒に！ | 4 | mysterious | 笑顔の反省会 | MOREMOREMakingXmas | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no013/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no013/card_after_training.png
368 | 2022-01-31 | ナイショのお菓子作り | 4 | happy | 同盟はいつまでも！ | 秘密の♡バレンタイン大作戦！ | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no014/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no014/card_after_training.png
481 | 2022-08-10 | 最強アイドルスマイル！ | 4 | cool | 癒しの足つぼマッサージ？ | 青空の先、輝きを追いかけて | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no018/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no018/card_after_training.png
519 | 2022-10-12 | ワンマン作戦会議！ | 4 | cute | 最高のワンマンにするために | 拝啓、あの頃のわたしへ | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no019/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no019/card_after_training.png
546 | 2022-11-30 | 届けられたたくさんの気持ち | 4 | pure | ありのままを届けたい！ | あの日の夢の、彼方向こうへ | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no020/card_normal.png | https://storage.sekai.best/sekai-jp-assets/character/member/res007_no020/card_after_training.png
